id,form_id,name,form_name,type1,type2,hp,attack,defense,special_attack,special_defense,speed,bst,ability1,ability2,hidden_ability,egg_group1,egg_group2,growth_rate,catch_rate,base_exp
LURANTIS,0,Lurantis,,GRASS,,70,105,90,80,90,45,480,LEAFGUARD,,CONTRARY,Grass,,Medium,75,168
LUVDISC,0,Luvdisc,,WATER,,43,30,55,40,65,97,330,SWIFTSWIM,,HYDRATION,Water2,,Fast,225,116
LUXFLON,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
LUXIO,0,Luxio,,ELECTRIC,,60,85,49,60,49,60,363,RIVALRY,INTIMIDATE,GUTS,Field,,Parabolic,120,127
LUXRAY,0,Luxray,,ELECTRIC,,80,120,80,70,80,95,525,RIVALRY,INTIMIDATE,GUTS,Field,,Parabolic,45,262
LYCANROC,0,Lycanroc,,ROCK,,75,115,65,55,65,112,487,KEENEYE,SANDRUSH,STEADFAST,Field,,Medium,90,170
LYCANROC_1,1,Lycanroc,,ROCK,,85,115,75,55,75,82,487,KEENEYE,VITALSPIRIT,NOGUARD,Field,,Medium,90,170
LYCANROC_2,2,Lycanroc,,ROCK,,75,117,65,55,65,110,487,TOUGHCLAWS,,TOUGHCLAWS,Field,,Medium,90,170
MABOSSTIFF,0,Mabosstiff,,DARK,,80,120,90,60,70,85,505,INTIMIDATE,GUARDDOG,STAKEOUT,Field,,Parabolic,75,177
MACHAMP,0,Machamp,,FIGHTING,,90,130,80,65,85,55,505,GUTS,NOGUARD,STEADFAST,Humanlike,,Parabolic,45,253
MACHOKE,0,Machoke,,FIGHTING,,80,100,70,50,60,45,405,GUTS,NOGUARD,STEADFAST,Humanlike,,Parabolic,90,142
MACHOP,0,Machop,,FIGHTING,,70,80,50,35,35,35,305,GUTS,NOGUARD,STEADFAST,Humanlike,,Parabolic,180,61
MADIEVAL,0,Madieval,,ROCK,FAIRY,100,95,122,54,95,40,506,LEVITATE,POWERSPOT,MYSTICFORCE,Mineral,Fairy,Erratic,45,100
MAGBY,0,Magby,,FIRE,,70,40,37,80,55,83,365,FLAMEBODY,,FLASHFIRE,Undiscovered,,Medium,45,73
MAGCARGO,0,Magcargo,,FIRE,ROCK,80,50,120,100,100,30,480,MAGMAARMOR,FLAMEBODY,WEAKARMOR,Amorphous,,Medium,75,151
MAGEARNA,0,Magearna,,STEEL,FAIRY,80,95,115,130,115,65,600,SOULHEART,,,Undiscovered,,Slow,3,300
MAGEARNA_1,1,Magearna,,STEEL,FAIRY,80,95,115,130,115,65,600,SOULHEART,,,Undiscovered,,Slow,3,300
MAGIKARP,0,Magikarp,,WATER,,20,10,55,15,20,80,200,SWIFTSWIM,,RATTLED,Water2,Dragon,Slow,255,40
MAGMAR,0,Magmar,,FIRE,,90,60,57,110,85,93,495,FLAMEBODY,,FLASHFIRE,Humanlike,,Medium,45,173
MAGMORTAR,0,Magmortar,,FIRE,,90,70,67,135,95,83,540,MAGMAARMOR,,MEGALAUNCHER,Humanlike,,Medium,30,270
MAGNEMITE,0,Magnemite,,ELECTRIC,STEEL,25,35,70,95,55,45,325,MAGNETPULL,STURDY,ANALYTIC,Mineral,,Medium,190,65
MAGNETON,0,Magneton,,ELECTRIC,STEEL,50,60,95,120,70,70,465,MAGNETPULL,STURDY,ANALYTIC,Mineral,,Medium,60,163
MAGNEZONE,0,Magnezone,,ELECTRIC,STEEL,70,70,115,130,90,60,535,MAGNETPULL,STURDY,ANALYTIC,Mineral,,Medium,30,268
MAKUHITA,0,Makuhita,,FIGHTING,,72,60,30,20,30,25,237,THICKFAT,GUTS,SHEERFORCE,Humanlike,,Fluctuating,180,47
MALAMAR,0,Malamar,,DARK,PSYCHIC,86,92,88,78,75,85,504,CONTRARY,SUCTIONCUPS,INFILTRATOR,Water1,Water2,Medium,80,169
MAMOSWINE,0,Mamoswine,,ICE,GROUND,110,130,80,70,60,80,530,OBLIVIOUS,SNOWCLOAK,THICKFAT,Field,,Slow,50,265
MANAPHY,0,Manaphy,,WATER,,100,100,100,100,100,100,600,HYDRATION,,,Water1,Fairy,Slow,3,300
MANDIBUZZ,0,Mandibuzz,,DARK,FLYING,110,65,105,55,95,80,510,BIGPECKS,OVERCOAT,WEAKARMOR,Flying,,Slow,60,179
MANECTRIC,0,Manectric,,ELECTRIC,,70,75,60,105,60,105,475,STATIC,LIGHTNINGROD,MINUS,Field,,Slow,45,166
MANECTRIC_1,1,Manectric,,ELECTRIC,,70,75,80,135,80,135,575,INTIMIDATE,,INTIMIDATE,Field,,Slow,45,201
MANKEY,0,Mankey,,FIGHTING,,40,80,35,35,45,70,305,VITALSPIRIT,ANGERPOINT,DEFIANT,Field,,Medium,190,61
MANTICOEUR,0,Manticoeur,,FAIRY,POISON,40,65,50,40,60,70,325,CUTECHARM,POISONPOINT,MOODY,Fairy,Field,Medium,190,64
MANTINE,0,Mantine,,WATER,FLYING,85,40,70,90,140,70,495,SWIFTSWIM,WATERABSORB,WATERVEIL,Water1,,Slow,25,170
MANTYKE,0,Mantyke,,WATER,FLYING,45,20,50,60,120,50,345,SWIFTSWIM,WATERABSORB,WATERVEIL,Undiscovered,,Slow,65,69
MARACTUS,0,Maractus,,GRASS,SOUND,75,99,67,109,67,68,485,STORMDRAIN,CHLOROPHYLL,DANCER,Grass,,Medium,255,161
MAREANIE,0,Mareanie,,POISON,WATER,50,53,62,43,52,45,305,MERCILESS,LIMBER,REGENERATOR,Water1,,Medium,190,61
MAREANIEX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
MAREEP,0,Mareep,,ELECTRIC,,55,40,40,65,45,35,280,STATIC,,PLUS,Monster,Field,Parabolic,235,56
MARILL,0,Marill,,WATER,FAIRY,70,30,50,60,50,40,300,THICKFAT,HUGEPOWER,SAPSIPPER,Water1,Fairy,Fast,190,88
MAROWAK,0,Marowak,,GROUND,FIGHTING,60,80,110,50,80,45,425,ROCKHEAD,LIGHTNINGROD,BATTLEARMOR,Monster,,Medium,75,149
MAROWAK_1,1,Marowak,,FIRE,GHOST,60,80,110,50,80,45,425,TEMPOBOOST,LIGHTNINGROD,ROCKHEAD,Monster,,Medium,75,149
MARSHADOW,0,Marshadow,,FIGHTING,GHOST,90,125,80,90,90,125,600,TECHNICIAN,,,Undiscovered,,Slow,3,300
MARSHTOMP,0,Marshtomp,,WATER,GROUND,70,85,70,60,70,50,405,TORRENT,,DAMP,Monster,Water1,Parabolic,45,142
MASCHIFF,0,Maschiff,,DARK,,60,78,60,40,51,51,340,INTIMIDATE,RUNAWAY,STAKEOUT,Field,,Parabolic,150,68
MASGOT,0,Masgot,,BUG,FIRE,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,DROUGHT,Bug,Field,Medium,200,100
MASGOT_1,1,Masgot,,BUG,GHOST,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,SHADOWTAG,Bug,Field,Medium,200,100
MASGOT_10,10,Masgot,,BUG,POISON,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,CAUSTICFUMES,Bug,Field,Medium,200,100
MASGOT_11,11,Masgot,,BUG,GROUND,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,ARENATRAP,Bug,Field,Medium,200,100
MASGOT_12,12,Masgot,,BUG,STEEL,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,FULLMETALBODY,Bug,Field,Medium,200,100
MASGOT_13,13,Masgot,,BUG,WATER,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,DRIZZLE,Bug,Field,Medium,200,100
MASGOT_14,14,Masgot,,BUG,SOUND,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,AMPLIFY,Bug,Field,Medium,200,100
MASGOT_15,15,Masgot,,BUG,PSYCHIC,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,PSYCHICSURGE,Bug,Field,Medium,200,100
MASGOT_16,16,Masgot,,BUG,DRAGON,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,MULTISCALE,Bug,Field,Medium,200,100
MASGOT_17,17,Masgot,,BUG,FAIRY,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,MISTYSURGE,Bug,Field,Medium,200,100
MASGOT_2,2,Masgot,,BUG,ICE,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,SNOWWARNING,Bug,Field,Medium,200,100
MASGOT_3,3,Masgot,,BUG,DARK,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,PRANKSTER,Bug,Field,Medium,200,100
MASGOT_4,4,Masgot,,BUG,ELECTRIC,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,ELECTRICSURGE,Bug,Field,Medium,200,100
MASGOT_5,5,Masgot,,BUG,FIGHTING,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,HUGEPOWER,Bug,Field,Medium,200,100
MASGOT_6,6,Masgot,,BUG,FLYING,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,GALEWINGS,Bug,Field,Medium,200,100
MASGOT_7,7,Masgot,,BUG,GRASS,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,GRASSYSURGE,Bug,Field,Medium,200,100
MASGOT_8,8,Masgot,,BUG,ROCK,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,SANDSTREAM,Bug,Field,Medium,200,100
MASGOT_9,9,Masgot,,BUG,NORMAL,60,60,60,60,60,60,360,INTIMIDATE,OVERCOAT,SILKSURGE,Bug,Field,Medium,200,100
MASQUERAIN,0,Masquerain,,BUG,WATER,80,60,62,100,82,80,464,INTIMIDATE,LEVITATE,DRIZZLE,Water1,Bug,Medium,75,159
MAUSHOLD,0,Maushold,,NORMAL,,74,75,70,65,75,111,470,FRIENDGUARD,CHEEKPOUCH,TECHNICIAN,Field,Fairy,Fast,75,165
MAUSHOLD_1,1,Maushold,,NORMAL,,74,75,70,65,75,111,470,FRIENDGUARD,CHEEKPOUCH,TECHNICIAN,Field,Fairy,Fast,75,165
MAWILE,0,Mawile,,STEEL,FAIRY,50,85,85,55,55,50,380,HYPERCUTTER,INTIMIDATE,SHEERFORCE,Field,Fairy,Fast,45,133
MAWILE_1,1,Mawile,,STEEL,FAIRY,50,105,125,55,95,50,480,HUGEPOWER,,HUGEPOWER,Field,Fairy,Fast,45,168
MEADRONE,0,Meadrone,,BUG,POISON,70,50,92,112,80,70,474,MEGALAUNCHER,,UNBURDEN,Bug,,Parabolic,45,166
MEDICHAM,0,Medicham,,FIGHTING,PSYCHIC,70,60,80,60,80,85,435,PUREPOWER,MYSTICFORCE,TELEPATHY,Humanlike,,Medium,90,144
MEDICHAM_1,1,Medicham,,FIGHTING,PSYCHIC,60,100,85,80,85,100,510,PUREPOWER,MYSTICFORCE,PUREPOWER,Humanlike,,Medium,90,179
MEDITITE,0,Meditite,,FIGHTING,PSYCHIC,30,40,55,40,55,60,280,PUREPOWER,MYSTICFORCE,TELEPATHY,Humanlike,,Medium,180,56
MEGANIUM,0,Meganium,,GRASS,,90,80,100,85,100,80,535,OVERGROW,,TRIAGE,Monster,Grass,Parabolic,45,263
MELMETAL,0,Melmetal,,STEEL,,135,143,143,80,65,34,600,IRONFIST,,,Undiscovered,,Slow,3,300
MELOETTA,0,Meloetta,,SOUND,PSYCHIC,100,77,77,128,128,90,600,SERENEGRACE,,,Undiscovered,,Slow,3,300
MELOETTA_1,1,Meloetta,,SOUND,FIGHTING,100,128,90,77,77,128,600,SERENEGRACE,,,Undiscovered,,Slow,3,300
MELTAN,0,Meltan,,STEEL,,46,65,65,55,35,34,300,MAGNETPULL,,,Undiscovered,,Slow,3,150
MEOWSCARADA,0,Meowscarada,,GRASS,DARK,76,110,70,81,70,123,530,OVERGROW,,PROTEAN,Field,Grass,Parabolic,45,265
MEOWSTIC,0,Meowstic,,PSYCHIC,,74,48,76,83,81,104,466,KEENEYE,INFILTRATOR,PRANKSTER,Field,,Medium,75,163
MEOWSTIC_1,1,Meowstic,,PSYCHIC,,74,48,76,83,81,104,466,KEENEYE,INFILTRATOR,COMPETITIVE,Field,,Medium,75,163
MEOWTH,0,Meowth,,NORMAL,,40,45,35,40,40,90,290,PICKUP,TECHNICIAN,UNNERVE,Field,,Medium,255,58
MEOWTH_1,1,Meowth,,PSYCHIC,,50,40,45,65,55,40,295,PICKUP,ANTICIPATION,UNNERVE,Field,,Medium,255,58
MEOWTH_2,2,Meowth,,DARK,,40,35,35,50,40,90,290,PICKUP,TECHNICIAN,RATTLED,Field,,Medium,255,58
MEOWTH_3,3,Meowth,,STEEL,,50,65,55,40,40,40,290,PICKUP,TOUGHCLAWS,UNNERVE,Field,,Medium,255,58
MESPRIT,0,Mesprit,,PSYCHIC,,80,105,105,105,105,80,580,LEVITATE,,,Undiscovered,,Slow,3,290
METAGROSS,0,Metagross,,STEEL,PSYCHIC,80,135,130,95,90,70,600,CLEARBODY,,LIGHTMETAL,Mineral,,Slow,3,300
METAGROSS_1,1,Metagross,,STEEL,PSYCHIC,95,145,130,120,90,120,700,TOUGHCLAWS,,TOUGHCLAWS,Mineral,,Slow,3,350
METANG,0,Metang,,STEEL,PSYCHIC,60,75,100,55,80,50,420,CLEARBODY,,LIGHTMETAL,Mineral,,Slow,3,147
METAPOD,0,Metapod,,BUG,,50,20,55,25,25,30,205,SHEDSKIN,,,Bug,,Medium,120,72
METAPODX,0,Metapod,,PSYCHIC,STEEL,85,140,112,145,108,90,680,SHACKLEDSOUL,,,Undiscovered,,Parabolic,45,194
MEW,0,Mew,,PSYCHIC,,100,100,100,100,100,100,600,SYNCHRONIZE,,,Undiscovered,,Parabolic,45,300
MEWTWO,0,Mewtwo,,PSYCHIC,,106,110,90,154,90,130,680,PRESSURE,,UNNERVE,Undiscovered,,Slow,3,340
MEWTWOX,0,WIP,,NORMAL,SOUND,1,1,1,1,1,1,6,RUNAWAY,,,Undiscovered,,Slow,1,100
MEWTWO_1,1,Mewtwo,,PSYCHIC,FIGHTING,106,190,100,154,100,130,780,STEADFAST,,STEADFAST,Undiscovered,,Slow,3,390
MEWTWO_2,2,Mewtwo,,PSYCHIC,,106,150,70,194,120,140,780,INSOMNIA,,INSOMNIA,Undiscovered,,Slow,3,390
MIENFOO,0,Mienfoo,,FIGHTING,,45,85,50,55,50,65,350,INNERFOCUS,REGENERATOR,RECKLESS,Field,Humanlike,Parabolic,180,70
MIENSHAO,0,Mienshao,,FIGHTING,,65,125,60,95,60,105,510,INNERFOCUS,REGENERATOR,RECKLESS,Field,Humanlike,Parabolic,45,179
MIGHTYENA,0,Mightyena,,DARK,,70,90,70,60,60,70,420,INTIMIDATE,QUICKFEET,MOXIE,Field,,Medium,127,147
MILCERY,0,Milcery,,FAIRY,,45,40,40,50,61,34,270,SWEETVEIL,,AROMAVEIL,Fairy,Amorphous,Medium,200,54
MILOTIC,0,Milotic,,WATER,,95,60,84,100,125,86,550,MARVELSCALE,COMPETITIVE,DAZZLING,Water1,Dragon,Erratic,60,189
MILTANK,0,Miltank,,NORMAL,,95,90,105,40,70,100,500,THICKFAT,SCRAPPY,SAPSIPPER,Field,,Slow,45,172
MIMEJR,0,Mime Jr.,,PSYCHIC,FAIRY,20,25,45,70,90,60,310,SOUNDPROOF,FILTER,TECHNICIAN,Undiscovered,,Medium,145,62
MIMIKYU,0,Mimikyu,,GHOST,FAIRY,55,90,80,50,105,96,476,DISGUISE,,,Amorphous,,Medium,45,167
MIMIKYU_1,1,Mimikyu,,GHOST,FAIRY,55,90,80,50,105,96,476,DISGUISE,,,Amorphous,,Medium,45,167
MINCCINO,0,Minccino,,NORMAL,,55,50,40,40,40,75,300,CUTECHARM,TECHNICIAN,SKILLLINK,Field,,Fast,255,60
MINIOR,0,Minior,,ROCK,FLYING,70,60,100,60,100,60,450,SHIELDSDOWN,,,Mineral,,Parabolic,30,154
MINIOR_10,10,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINIOR_11,11,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINIOR_12,12,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINIOR_13,13,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINIOR_7,7,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINIOR_8,8,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINIOR_9,9,Minior,,ROCK,FLYING,70,100,60,100,60,120,510,SHIELDSDOWN,,,Mineral,,Parabolic,30,175
MINUN,0,Minun,,ELECTRIC,,60,40,50,75,85,95,405,MINUS,,VOLTABSORB,Fairy,,Medium,200,142
MIRAIDON,0,Miraidon,,ELECTRIC,DRAGON,100,85,100,135,115,135,670,HADRONENGINE,,,Undiscovered,,Slow,3,335
MISDREAVUS,0,Misdreavus,,GHOST,,60,60,60,85,85,85,435,LEVITATE,,,Amorphous,,Fast,45,87
MISMAGIUS,0,Mismagius,,GHOST,,60,60,60,105,105,105,495,LEVITATE,,,Amorphous,,Fast,45,173
MOLTRES,0,Moltres,,FIRE,FLYING,90,100,90,125,85,90,580,PRESSURE,,FLAMEBODY,Undiscovered,,Slow,3,290
MOLTRES_1,1,Moltres,,DARK,FLYING,90,85,90,100,125,90,580,BERSERK,,BERSERK,Undiscovered,,Slow,3,290
MONFERNO,0,Monferno,,FIRE,FIGHTING,64,78,52,78,52,81,405,BLAZE,,IRONFIST,Field,Humanlike,Parabolic,45,142
MORELULL,0,Morelull,,GRASS,FAIRY,40,35,55,65,75,15,285,ILLUMINATE,EFFECTSPORE,RAINDISH,Grass,,Medium,190,57
MORGREM,0,Morgrem,,DARK,FAIRY,65,60,45,75,55,70,370,PRANKSTER,FRISK,PICKPOCKET,Fairy,Humanlike,Medium,120,130
MORPEKO,0,Morpeko,,ELECTRIC,DARK,58,95,58,70,58,97,436,HUNGERSWITCH,,,Field,Fairy,Medium,180,153
MORPEKO_1,1,Morpeko,,ELECTRIC,DARK,58,95,58,70,58,97,436,HUNGERSWITCH,,,Field,Fairy,Medium,180,153
MOTHIM,0,Mothim,,BUG,FLYING,70,94,50,94,50,66,424,SWARM,,TINTEDLENS,Bug,,Medium,45,148
MRMIME,0,Mr. Mime,,PSYCHIC,FAIRY,40,45,65,100,120,90,460,SOUNDPROOF,FILTER,TECHNICIAN,Humanlike,,Medium,45,161
MRMIME_1,1,Mr. Mime,,ICE,PSYCHIC,50,65,65,90,90,100,460,VITALSPIRIT,SCREENCLEANER,ICEBODY,Humanlike,,Medium,45,161
MRRIME,0,Mr. Rime,,ICE,PSYCHIC,80,85,75,110,100,70,520,TANGLEDFEET,SCREENCLEANER,ICEBODY,Humanlike,,Medium,45,182
MUDBRAY,0,Mudbray,,GROUND,,70,100,70,45,55,45,385,OWNTEMPO,STAMINA,INNERFOCUS,Field,,Medium,190,77
MUDKIP,0,Mudkip,,WATER,,50,70,50,50,50,40,310,TORRENT,,DAMP,Monster,Water1,Parabolic,45,62
MUDSDALE,0,Mudsdale,,GROUND,,100,125,100,55,85,35,500,OWNTEMPO,STAMINA,INNERFOCUS,Field,,Medium,60,175
MUK,0,Muk,,POISON,,105,65,75,105,100,50,500,REGENERATOR,STICKYHOLD,OBLIVIOUS,Amorphous,,Medium,75,175
MUK_1,1,Muk,,POISON,DARK,105,105,75,65,100,50,500,POISONTOUCH,GLUTTONY,POWEROFALCHEMY,Amorphous,,Medium,75,175
MUNCHLAX,0,Munchlax,,NORMAL,,135,85,40,40,85,5,390,PICKUP,THICKFAT,GLUTTONY,Undiscovered,,Slow,50,78
MUNKIDORI,0,Munkidori,,POISON,PSYCHIC,88,75,66,130,90,106,555,TOXICCHAIN,,FRISK,Undiscovered,,Slow,3,278
MUNNA,0,Munna,,PSYCHIC,,76,25,45,67,55,24,292,FOREWARN,SYNCHRONIZE,TELEPATHY,Field,,Fast,190,58
MURKROW,0,Murkrow,,DARK,FLYING,60,85,42,85,42,91,405,INSOMNIA,SUPERLUCK,PRANKSTER,Flying,,Parabolic,30,81
MUSHARNA,0,Musharna,,PSYCHIC,,116,55,85,107,95,29,487,FOREWARN,SYNCHRONIZE,TELEPATHY,Field,,Fast,75,170
MYLOMUTE,0,Mylomute,,NORMAL,ICE,85,100,85,90,85,110,555,INNERFOCUS,SNOWCLOAK,SNOWWARNING,Field,,Parabolic,225,56
NACLI,0,Nacli,,ROCK,,55,55,75,35,35,25,280,PURIFYINGSALT,STURDY,CLEARBODY,Mineral,,Parabolic,255,56
NACLSTACK,0,Naclstack,,ROCK,,60,60,100,35,65,35,355,PURIFYINGSALT,STURDY,CLEARBODY,Mineral,,Parabolic,120,124
NAGANADEL,0,Naganadel,,POISON,DRAGON,73,73,73,127,73,121,540,BEASTBOOST,,,Undiscovered,,Slow,45,270
NATU,0,Natu,,PSYCHIC,FLYING,60,30,65,70,45,70,340,SYNCHRONIZE,EARLYBIRD,MAGICBOUNCE,Flying,,Medium,190,64
NAWYVERN,0,Nawyvern,,PSYCHIC,STEEL,85,140,112,145,108,90,680,SHACKLEDSOUL,,,Undiscovered,,Parabolic,45,194
NEBYURA,0,Nebyura,,ROCK,PSYCHIC,95,50,100,100,100,50,495,LEVITATE,,SUBZERO,Amorphous,Water2,Medium,45,181
NECROZMA,0,Necrozma,,PSYCHIC,,97,107,101,127,89,79,600,PRISMARMOR,,,Undiscovered,,Slow,255,300
NECROZMA_1,1,Necrozma,,PSYCHIC,STEEL,97,157,127,113,109,77,680,PRISMARMOR,,,Undiscovered,,Slow,255,340
NECROZMA_2,2,Necrozma,,PSYCHIC,GHOST,97,113,109,157,127,77,680,PRISMARMOR,,,Undiscovered,,Slow,255,340
NECROZMA_3,3,Necrozma,,PSYCHIC,DRAGON,97,167,97,167,97,129,754,NEUROFORCE,,,Undiscovered,,Slow,255,377
NECROZMA_4,4,Necrozma,,PSYCHIC,DRAGON,97,167,97,167,97,129,754,NEUROFORCE,,,Undiscovered,,Slow,255,377
NEKOLAUS,0,Nekolaus,,ICE,GHOST,78,102,75,57,100,108,520,MAGICGUARD,HUSTLE,PIXILATE,Water1,Field,Fast,85,125
NICKIT,0,Nickit,,DARK,,40,28,28,47,52,50,245,RUNAWAY,UNBURDEN,STAKEOUT,Field,,Fast,255,49
NIDOKING,0,Nidoking,,POISON,GROUND,81,102,77,85,75,85,505,POISONPOINT,RIVALRY,SHEERFORCE,Monster,Field,Parabolic,45,253
NIDOQUEEN,0,Nidoqueen,,POISON,GROUND,90,92,87,75,85,76,505,POISONPOINT,RIVALRY,SHEERFORCE,Monster,Field,Parabolic,45,253
NIDORANfE,0,Nidoran♀,,POISON,,55,47,52,40,40,41,275,POISONPOINT,RIVALRY,HUSTLE,Monster,Field,Parabolic,235,55
NIDORANmA,0,Nidoran♂,,POISON,,46,57,40,40,40,50,273,POISONPOINT,RIVALRY,HUSTLE,Monster,Field,Parabolic,235,55
NIDORINA,0,Nidorina,,POISON,,70,62,67,55,55,56,365,POISONPOINT,RIVALRY,HUSTLE,Monster,Field,Parabolic,120,128
NIDORINO,0,Nidorino,,POISON,,61,72,57,55,55,65,365,POISONPOINT,RIVALRY,HUSTLE,Monster,Field,Parabolic,120,128
NIHILEGO,0,Nihilego,,ROCK,POISON,109,53,47,127,131,103,570,BEASTBOOST,,,Undiscovered,,Slow,45,285
NINCADA,0,Nincada,,BUG,GROUND,31,45,90,30,30,40,266,COMPOUNDEYES,,RUNAWAY,Bug,,Erratic,255,53
NINETALES,0,Ninetales,,FIRE,FAIRY,73,67,75,90,100,100,505,DROUGHT,FLASHFIRE,ILLUSION,Field,,Medium,75,177
NINETALES_1,1,Ninetales,,ICE,FAIRY,73,67,75,81,100,109,505,SNOWWARNING,SNOWCLOAK,ILLUSION,Field,,Medium,75,177
NINJASK,0,Ninjask,,BUG,FLYING,61,90,45,50,50,160,456,SPEEDBOOST,,INFILTRATOR,Bug,,Erratic,120,160
NOCTOWL,0,Noctowl,,PSYCHIC,FLYING,100,50,70,96,106,50,472,INSOMNIA,KEENEYE,TINTEDLENS,Flying,,Medium,90,158
NOIBAT,0,Noibat,,SOUND,FLYING,40,30,35,45,40,55,245,FRISK,INFILTRATOR,TELEPATHY,Flying,Dragon,Medium,190,49
NOIVERN,0,Noivern,,SOUND,DRAGON,85,70,80,97,80,123,535,LEVITATE,INFILTRATOR,TELEPATHY,Flying,Dragon,Medium,45,187
NOSEPASS,0,Nosepass,,ROCK,,60,30,105,75,90,15,375,STURDY,MAGNETPULL,GALVANIZE,Mineral,,Medium,255,75
NUMEL,0,Numel,,FIRE,GROUND,60,40,40,85,45,35,305,OBLIVIOUS,SIMPLE,OWNTEMPO,Field,,Medium,255,61
NUNVIL,0,Nunvil,,GHOST,FAIRY,40,30,67,65,65,33,300,ANTICIPATION,,LEVITATE,Amorphous,Fairy,Medium,225,68
NUZLEAF,0,Nuzleaf,,GRASS,DARK,70,70,40,60,40,60,340,CHLOROPHYLL,EARLYBIRD,PICKPOCKET,Field,Grass,Parabolic,120,119
NYMBLE,0,Nymble,,BUG,,33,46,40,21,25,45,210,SWARM,STRIKER,TINTEDLENS,Bug,,Medium,190,42
OBSTAGOON,0,Obstagoon,,DARK,NORMAL,93,90,101,60,81,95,520,RECKLESS,GUTS,DEFIANT,Field,,Medium,45,260
OCTILLERY,0,Octillery,,WATER,,95,105,90,105,90,25,510,MEGALAUNCHER,SNIPER,SKILLLINK,Water1,Water2,Medium,75,168
ODDISH,0,Oddish,,GRASS,POISON,45,50,55,75,65,30,320,CHLOROPHYLL,AROMAVEIL,RUNAWAY,Grass,,Parabolic,255,64
OGERPON,0,Ogerpon,,GRASS,,80,120,84,60,96,110,550,DEFIANT,,,Undiscovered,,Slow,5,275
OGERPON_1,1,Ogerpon,,GRASS,WATER,80,120,84,60,96,110,550,WATERABSORB,,,Undiscovered,,Slow,5,275
OGERPON_10,10,Ogerpon,,GRASS,FIRE,80,120,84,60,96,110,550,EMBODYASPECT_2,,,Undiscovered,,Slow,5,275
OGERPON_11,11,Ogerpon,,GRASS,ROCK,80,120,84,60,96,110,550,EMBODYASPECT_3,,,Undiscovered,,Slow,5,275
OGERPON_2,2,Ogerpon,,GRASS,FIRE,80,120,84,60,96,110,550,MOLDBREAKER,,,Undiscovered,,Slow,5,275
OGERPON_3,3,Ogerpon,,GRASS,ROCK,80,120,84,60,96,110,550,STURDY,,,Undiscovered,,Slow,5,275
OGERPON_4,4,Ogerpon,,GRASS,,80,120,84,60,96,110,550,DEFIANT,,,Undiscovered,,Slow,5,275
OGERPON_5,5,Ogerpon,,GRASS,WATER,80,120,84,60,96,110,550,WATERABSORB,,,Undiscovered,,Slow,5,275
OGERPON_6,6,Ogerpon,,GRASS,FIRE,80,120,84,60,96,110,550,MOLDBREAKER,,,Undiscovered,,Slow,5,275
OGERPON_7,7,Ogerpon,,GRASS,ROCK,80,120,84,60,96,110,550,STURDY,,,Undiscovered,,Slow,5,275
OGERPON_8,8,Ogerpon,,GRASS,,80,120,84,60,96,110,550,EMBODYASPECT,,,Undiscovered,,Slow,5,275
OGERPON_9,9,Ogerpon,,GRASS,WATER,80,120,84,60,96,110,550,EMBODYASPECT_1,,,Undiscovered,,Slow,5,275
OINKOLOGNE,0,Oinkologne,,NORMAL,,110,100,75,59,80,65,489,LINGERINGAROMA,GLUTTONY,THICKFAT,Field,,Medium,100,171
OINKOLOGNE_1,1,Oinkologne,,NORMAL,,115,90,70,59,90,65,489,AROMAVEIL,GLUTTONY,THICKFAT,Field,,Medium,100,171
