id,name,type,category,power,accuracy,pp,priority,target,description
TAILSLAP,Tail Slap,NORMAL,,25,85,10,0,NearOther,The user attacks by striking the target with its hard tail. It hits the Pokémon two to five times in a row.
TAILWHIP,Tail Whip,NORMAL,Special,0,100,30,0,AllNearFoes,"The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat."
TAILWIND,Tailwind,FLYING,Special,0,0,15,0,UserSide,The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for four turns.
TAKEDOWN,Take Down,NORMAL,,90,85,20,0,NearOther,"A reckless, full-body charge attack for slamming into the foe. It also damages the user a little."
TAKEHEART,Take Heart,PSYCHIC,Special,0,0,10,0,User,"The user lifts its spirits, curing its own status conditions and boosting its Sp. Atk and Sp. Def stats."
TARSHOT,Tar Shot,ROCK,Special,0,100,15,0,NearOther,"Pours sticky tar over the target, lowering its Speed and making it weaker to Fire-type moves."
TAUNT,Taunt,DARK,Special,0,100,20,0,NearOther,The target is taunted into a rage that allows it to use only attack moves for three turns.
TEARFULLOOK,Tearful Look,NORMAL,Special,0,0,20,0,NearOther,Gets teary eyed to make the target lose its will to fight. Lowers the target's Attack and Sp. Atk.
TEATIME,Teatime,NORMAL,Special,0,0,10,0,AllBattlers,The user has teatime with all the Pokémon in the battle. Each Pokémon eats its held Berry.
TECHNOBLAST,Techno Blast,NORMAL,Physical,120,100,5,0,NearOther,The user fires a beam of light at its target. The type changes depending on the Drive the user holds.
TEETERDANCE,Teeter Dance,NORMAL,Special,0,100,20,0,AllNearOthers,The user performs a wobbly dance that confuses the Pokémon around it.
TELEKINESIS,Telekinesis,PSYCHIC,Special,0,0,15,0,NearOther,The user makes the target float with its psychic power. The target is easier to hit for three turns.
TELEPORT,Teleport,PSYCHIC,Special,0,0,20,-6,User,The user switches place with a party Pokémon. Also warps to the last Pokémon Center visited.
TEMPERFLARE,Temper Flare,FIRE,,75,100,10,0,NearOther,The user attacks driven by frustration. Power increases if the user's previous move failed.
TERASTARSTORM,Tera Starstorm,NORMAL,Physical,120,100,5,0,NearOther,"When used by Terapagos in its Stellar Form, this move damages all opposing Pokémon."
TERRAINPULSE,Terrain Pulse,NORMAL,Physical,50,100,10,0,NearOther,Utilizes the power of the terrain to attack. This move's type and power vary with the terrain.
THIEF,Thief,DARK,,60,100,25,0,NearOther,The user attacks and steals the foe's held item simultaneously. It can't steal if the user holds an item.
THOUSANDARROWS,Thousand Arrows,GROUND,,90,100,10,0,AllNearFoes,This move also hits Pokémon that are in the air. Those Pokémon are knocked down to the ground.
THOUSANDWAVES,Thousand Waves,GROUND,,90,100,10,0,AllNearFoes,The user attacks with a wave that crawls along the ground. Those it hits can't flee from battle.
THRASH,Thrash,NORMAL,,120,100,10,0,RandomNearFoe,"The user rampages and attacks for two to three turns. It then becomes confused, however."
THROATCHOP,Throat Chop,DARK,,80,100,15,0,NearOther,The user attacks the target's throat. The target cannot use sound-based moves for two turns.
THUNDER,Thunder,ELECTRIC,Physical,110,70,10,0,NearOther,A wicked thunderbolt is dropped on the foe to inflict damage. It may also leave the target paralyzed.
THUNDERBOLT,Thunderbolt,ELECTRIC,Physical,90,100,15,0,NearOther,The user attacks the target with a strong electric blast. This may also leave the target with paralysis.
THUNDERCAGE,Thunder Cage,ELECTRIC,Physical,80,90,15,0,NearOther,The user traps the target in a cage of sparking electricity for four to five turns.
THUNDERCLAP,Thunderclap,ELECTRIC,Physical,70,100,5,1,NearOther,"This move enables the user to attack first. It fails if the target is not readying an attack, however."
THUNDERFANG,Thunder Fang,ELECTRIC,,65,95,15,0,NearOther,The user bites with electrified fangs. It may also make the target flinch or leave it with paralysis.
THUNDERHAMMER,Thunder Hammer,ELECTRIC,,150,90,10,0,NearOther,The User strikes the target with a powerful slam using its electrically charged tail. Can't be used twice in a row.
THUNDEROUSKICK,Thunderous Kick,FIGHTING,,90,100,10,0,NearOther,"Overwhelms the target with lightning-like movement, then kicks. Lowers the target's Defense stat."
THUNDERPUNCH,Thunder Punch,ELECTRIC,,75,100,15,0,NearOther,The target is punched with an electrified fist. It may also leave the target with paralysis.
THUNDERSHOCK,Thunder Shock,ELECTRIC,Physical,40,100,30,0,NearOther,A jolt of electricity is hurled at the foe to inflict damage. It may also leave the target with paralysis.
THUNDERSTRIKES,Thunderstrikes,ELECTRIC,,45,95,15,0,NearOther,The user strikes the opponent with two electrically charged blows.
THUNDERWAVE,Thunder Wave,ELECTRIC,Special,0,90,20,0,NearOther,A weak electric charge is launched at the target. It causes paralysis if it hits.
TICKLE,Tickle,NORMAL,Special,0,100,20,0,NearOther,"The user tickles the target into laughing, reducing its Attack and Defense stats."
TIDALDRAGOON,Tidal Dragoon,DRAGON,,25,100,20,0,NearOther,"The user dashes into the opponent up to three times, pushed by a stream of draconic power. Each hit is stronger than the last."
TIDYUP,Tidy Up,NORMAL,Special,0,0,10,0,User,Clears hazards and substitutes from the field. This also boosts the user’s Attack and Speed.
TOPSYTURVY,Topsy-Turvy,DARK,Special,0,0,20,0,NearOther,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were.
TORCHSONG,Torch Song,FIRE,Physical,80,100,10,0,NearOther,The user blows out raging flames as if singing a song. This also boosts the user’s Sp. Atk stat.
TORMENT,Torment,DARK,Special,0,100,15,0,NearOther,"The user torments and enrages the foe, making it incapable of using the same move twice in a row."
TOXIC,Toxic,POISON,Special,0,90,10,0,NearOther,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
TOXICSPIKES,Toxic Spikes,POISON,Special,0,0,20,0,FoeSide,The user lays a trap of poison spikes at the foe's feet. They poison foes that switch into battle.
TOXICTHREAD,Toxic Thread,POISON,Special,0,100,20,1,NearOther,The user shoots venom-imbued threads to poison the target and lower the their Speed stat.
TRAILBLAZE,Trailblaze,GRASS,,50,100,20,0,NearOther,The user attacks suddenly as if leaping out from tall grass. This boosts the user's Speed stat.
TRANSFORM,Transform,NORMAL,Special,0,0,10,0,NearOther,The user transforms into a copy of the target right down to having the same move set.
TRIATTACK,Tri Attack,NORMAL,Physical,80,100,10,0,NearOther,"The user strikes with a simultaneous three-beam attack. May also leave the target burned, paralyzed or frostbitten."
TRICK,Trick,PSYCHIC,Special,0,100,10,0,NearOther,The user catches the target off guard and swaps its held item with its own.
TRICKORTREAT,Trick-or-Treat,GHOST,Special,0,100,20,0,NearOther,The user takes the target trick-or-treating. This adds Ghost type to the target's type.
TRICKROOM,Trick Room,PSYCHIC,Special,0,0,5,-7,BothSides,The user creates a bizarre area in which slower Pokémon get to move first for five turns.
TRIPLEARROWS,Triple Arrows,FIGHTING,,90,100,10,0,NearOther,The user fires arrows which may lower the target’s Defense or make it flinch. Critical hits land more easily.
TRIPLEAXEL,Triple Axel,ICE,,20,90,10,0,NearOther,A consecutive three-kick attack that becomes more powerful with each successful hit.
TRIPLEDIVE,Triple Dive,WATER,,30,95,10,0,NearOther,"The user performs a perfectly timed triple dive, hitting the target three times in a row."
TRIPLEKICK,Triple Kick,FIGHTING,,20,90,10,0,NearOther,A consecutive three-kick attack that becomes more powerful with each successive hit.
TROPKICK,Trop Kick,GRASS,,70,100,15,0,NearOther,The user lands an intense tropical kick on the target. This also lowers the target's Attack stat.
TRUMPCARD,Trump Card,NORMAL,Physical,1,0,5,0,NearOther,"The fewer PP this move has, the greater its attack power."
TWINBEAM,Twin Beam,PSYCHIC,Physical,40,100,10,0,NearOther,The user shoots mystical beams from its eyes to inflict damage. The target is hit twice in a row.
TWINEEDLE,Twineedle,BUG,,45,100,20,0,NearOther,The user damages the target by jabbing it with two spikes. This may also poison the target.
TWISTER,Twister,DRAGON,Physical,40,100,20,0,AllNearFoes,The user whips up a vicious tornado to tear at the opposing team. It may also make targets flinch.
UPPERHAND,Upper Hand,FIGHTING,,65,100,15,3,NearOther,An attack that hits first and makes the target flinch. Fails if the target isn't using a high priority move.
UPROAR,Uproar,SOUND,Physical,75,100,10,0,NearOther,Attacks the target with very loud sounds. Prevents the target from healing for two turns.
UPROOT,Uproot,GRASS,,70,90,10,-6,NearOther,The user uproots the user from the field and sends out another Pokémon in its party. Deals extra damage if the target is seeded or rooted.
UTURN,U-turn,BUG,,70,100,20,0,NearOther,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
VACUUMWAVE,Vacuum Wave,FIGHTING,Physical,40,100,30,1,NearOther,The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first.
VCREATE,V-create,FIRE,,180,95,5,0,NearOther,"With a fiery forehead, the user hurls itself at the foe. It lowers the user's Defense, Sp. Def, and Speed."
VELVETSCALES,Velvet Scales,DRAGON,Special,0,0,15,0,FoeSide,The user places a trap with its scales that reduces the highest defense on the opposite side.
VENOMDRENCH,Venom Drench,POISON,Special,0,100,20,0,AllNearFoes,"Foes are drenched in an odd liquid that lowers the Attack, Sp. Atk, and Speed of poisoned Pokémon."
VENOSHOCK,Venoshock,POISON,Physical,65,100,10,0,NearOther,The user drenches the foe in a special poisonous liquid. Its power doubles if the target is affected by a status problem.
VICTORYDANCE,Victory Dance,FIGHTING,Special,0,0,10,0,User,"The user performs an intense dance to usher in victory, raising its Attack, Defense, and Speed."
VINEWHIP,Vine Whip,GRASS,,45,100,25,0,NearOther,"The target is struck with slender, whiplike vines to inflict damage."
VISEGRIP,Vise Grip,NORMAL,,55,100,30,0,NearOther,The target is gripped and squeezed from both sides to inflict damage.
VITALTHROW,Vital Throw,FIGHTING,,70,0,10,-1,NearOther,"The user attacks last. In return, this throw move is guaranteed not to miss."
VOICETUNE,Voice Tune,SOUND,Special,0,0,20,0,User,"The user practices their vocal abilities, boosting special attack and accuracy."
VOLTSWITCH,Volt Switch,ELECTRIC,Physical,70,100,20,0,NearOther,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
VOLTTACKLE,Volt Tackle,ELECTRIC,,120,100,15,0,NearOther,"The user electrifies itself, then charges at the foe. It causes considerable damage to the user as well."
WAKEUPSLAP,Wake-Up Slap,FIGHTING,,70,100,10,0,NearOther,"This attack inflicts big damage on a sleeping target. It also wakes the target up, however."
WATERFALL,Waterfall,WATER,,80,100,15,0,NearOther,The user charges at the target and may make it flinch. It can also be used to climb a waterfall.
WATERGUN,Water Gun,WATER,Physical,40,100,25,0,NearOther,The target is blasted with a forceful shot of water.
WATERPLEDGE,Water Pledge,WATER,Physical,80,100,10,0,NearOther,"A column of water strikes the target. When combined with its fire equivalent, it makes a rainbow."
WATERPULSE,Water Pulse,WATER,Physical,60,100,20,0,Other,The user attacks the target with a pulsing blast of water. It may also confuse the target.
WATERSHURIKEN,Water Shuriken,WATER,Physical,15,100,20,1,NearOther,The user hits the target with throwing stars 2-5 times in a row. This move always goes first.
WATERSPORT,Water Sport,WATER,Special,0,0,15,0,BothSides,The user soaks itself with water. The move weakens Fire-type moves while the user is in the battle.
WATERSPOUT,Water Spout,WATER,Physical,150,100,5,0,AllNearFoes,"The user spouts water to damage the foe. The lower the user's HP, the less powerful it becomes."
WAVECRASH,Wave Crash,WATER,,120,100,10,0,NearOther,The user shrouds itself in water and slams into the target. This also damages the user.
WEATHERBALL,Weather Ball,NORMAL,Physical,50,100,10,0,NearOther,An attack move that varies in power and type depending on the weather.
WELLSPRINGSYPHON,Wellspring Syphon,WATER,Physical,85,100,10,0,AllNearFoes,The user syphon water from the opponents' bodies to replenish themself. Restores HP equal to half the damage dealt.
WHIRLPOOL,Whirlpool,WATER,Physical,35,85,15,0,NearOther,Traps foes in a violent swirling whirlpool for four to five turns.
WHIRLWIND,Whirlwind,NORMAL,Special,0,0,20,-6,NearOther,"The foe is blown away, to be replaced by another Pokémon in its party. In the wild, the battle ends."
WICKEDBLOW,Wicked Blow,DARK,,75,100,5,0,NearOther,Strikes with a fierce blow through mastery of the Dark style. Always results in a critical hit.
WICKEDTORQUE,Wicked Torque,DARK,,80,100,10,0,NearOther,This move is only used by a Starmobile. It may put the target to sleep.
WIDEGUARD,Wide Guard,ROCK,Special,0,0,10,3,UserSide,The user and its allies are protected from wide-ranging attacks for a turn. May fail if used in succession.
WILDBOLTSTORM,Wildbolt Storm,ELECTRIC,Physical,100,80,10,0,AllNearFoes,The user attacks opposing Pokémon with a thunderous tempest. This may also leave them paralyzed.
WILDCHARGE,Wild Charge,ELECTRIC,,110,100,15,0,NearOther,The user shrouds itself in electricity and smashes into its foe. It also damages the user a little.
WILDDANCE,Wild Dance,SOUND,,120,100,10,0,NearOther,A reckless dance that tramples over the opponents. It also deals recoil damage to the user.
WILLOWISP,Will-O-Wisp,FIRE,Special,0,85,15,0,NearOther,"The user shoots a sinister, bluish-white flame at the target to inflict a burn."
WINGATTACK,Wing Attack,FLYING,,60,100,35,0,Other,"The target is struck with large, imposing wings spread wide to inflict damage."
WISH,Wish,NORMAL,Special,0,0,10,0,User,"One turn after this move is used, the target's HP is restored by half the user's maximum HP."
WITHDRAW,Withdraw,WATER,Special,0,0,40,0,User,"The user withdraws its body into its hard shell, raising its Defense stat."
WONDERROOM,Wonder Room,PSYCHIC,Special,0,0,10,-7,BothSides,The user creates a bizarre area in which Pokémon's Defense and Sp. Def stats are swapped for 5 turns.
WOODHAMMER,Wood Hammer,GRASS,,120,100,15,0,NearOther,The user slams its rugged body into the target to attack. The user also sustains serious damage.
WORKUP,Work Up,NORMAL,Special,0,0,30,0,User,"The user is roused, and its Attack and Sp. Atk stats increase."
WORRYSEED,Worry Seed,GRASS,Special,0,100,10,0,NearOther,A seed that causes worry is planted on the foe. It prevents sleep by making its Ability Insomnia.
WRAP,Wrap,NORMAL,,15,90,20,0,NearOther,A long body or vines are used to wrap and squeeze the target for four to five turns.
WRINGOUT,Wring Out,NORMAL,Physical,1,100,5,0,NearOther,"The user powerfully wrings the foe. The more HP the foe has, the greater this attack's power."
XSCISSOR,X-Scissor,BUG,,80,100,15,0,NearOther,"The user slashes at the target by crossing its scythes, claws, or the like as if they were a pair of scissors. Critical hits are more frequent"
YAWN,Yawn,NORMAL,Special,0,0,10,0,NearOther,The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.
ZAPCANNON,Zap Cannon,ELECTRIC,Physical,100,75,5,0,NearOther,The user fires an electric blast like a cannon to inflict damage and cause paralysis.
ZENHEADBUTT,Zen Headbutt,PSYCHIC,,80,90,15,0,NearOther,The user focuses its willpower to its head and attacks the foe. It may also make the target flinch.
ZINGZAP,Zing Zap,ELECTRIC,,80,100,10,0,NearOther,A strong electric blast crashes down on the target. This may also make the target flinch.
